GEO;LOC;DA;EJAFUNG1;EJAFUNG2;EJAFUNG3;EJAFUNG4;EJAFUNG5;EJAMED1;EJAMED2;EJAMED3;EJAMED4;EJAMED5
Rio Grande do Sul;Total;Total;43,2;1,3;46,5;2,3;6,7;59,5;2,4;32,9;3,3;1,9
Rio Grande do Sul;Urbana;Total;43,7;1,4;45,8;2,3;6,8;60,5;2,5;32,5;3,1;1,4
Rio Grande do Sul;Rural;Total;36,9;0,5;55,3;1,5;5,8;36,2;0,9;42,5;8,7;11,7
Rio Grande do Sul;Total;Federal;78,5;7,6;13,9;0,0;0,0;89,4;3,1;4,4;3,1;0,0
Rio Grande do Sul;Urbana;Federal;78,5;7,6;13,9;0,0;0,0;90,7;2,8;3,7;2,8;0,0
Rio Grande do Sul;Rural;Federal;34,0;0,4;47,9;2,1;7,8;82,8;4,7;7,8;4,7;0,0
Rio Grande do Sul;Total;Estadual;51,2;0,5;41,5;3,1;3,7;57,4;0,4;37,2;2,8;2,2
Rio Grande do Sul;Urbana;Estadual;53,5;0,6;39,4;3,2;3,3;59,0;0,4;36,7;2,4;1,5
Rio Grande do Sul;Rural;Estadual;38,6;0,0;52,7;3,0;5,7;30,4;0,6;45,5;9,7;13,8
Rio Grande do Sul;Total;Municipal;50,4;0,9;44,5;2,1;2,1;57,2;1,4;37,0;1,9;2,5
Rio Grande do Sul;Urbana;Municipal;51,3;0,9;43,5;2,2;2,1;60,6;1,7;32,6;2,3;2,8
Rio Grande do Sul;Rural;Municipal;38,4;1,1;57,8;0,0;2,7;39,4;0,0;60,6;0,0;0,0
Rio Grande do Sul;Total;Privada;24,0;2,6;54,4;2,0;17,0;61,2;6,3;26,5;4,3;1,7
Rio Grande do Sul;Urbana;Privada;24,3;2,6;54,3;2,0;16,8;61,2;6,3;26,5;4,3;1,7
Rio Grande do Sul;Rural;Privada;0,0;0,0;58,2;0,0;41,8;54,45;0,8;36,0;2,3;2,2
Rio Grande do Sul;Total;Pública;50,8;0,8;43,4;2,4;2,6;58,6;0,5;36,0;2,8;2,1
Rio Grande do Sul;Urbana;Pública;52,1;0,9;42,2;2,5;2,3;60,1;0,5;35,5;2,4;1,5
Rio Grande do Sul;Rural;Pública;38,5;0,5;55,1;1,6;4,3;36,2;0,9;42,5;8,7;11,7
Mato Grosso do Sul;Total;Total;41,8;0,2;53,1;1,2;3,7;65,9;1,6;27,4;2,4;2,7
Mato Grosso do Sul;Urbana;Total;41,9;0,2;54,2;0,8;2,9;68,6;1,8;26,8;1,8;1,0
Mato Grosso do Sul;Rural;Total;40,2;0,0;39,9;6,0;13,9;47,8;0,0;31,8;6,7;13,7
Mato Grosso do Sul;Total;Federal;34,0;0,4;47,9;2,1;7,8;81,4;14,7;3,2;0,7;0,0
Mato Grosso do Sul;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;81,4;14,7;3,2;0,7;0,0
Mato Grosso do Sul;Rural;Federal;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Mato Grosso do Sul;Total;Estadual;49,5;0,3;43,8;0,5;5,9;66,1;0,6;27,5;2,1;3,7
Mato Grosso do Sul;Urbana;Estadual;50,9;0,4;44,7;0,4;3,6;70,1;0,8;26,5;1,0;1,6
Mato Grosso do Sul;Rural;Estadual;42,9;0,0;39,4;1,2;16,5;47,8;0,0;31,8;6,7;13,7
Mato Grosso do Sul;Total;Municipal;57,4;0,1;39,1;1,9;1,5;54,45;0,8;36,0;2,3;2,2
Mato Grosso do Sul;Urbana;Municipal;59,5;0,1;39,0;0,9;0,5;54,45;0,8;36,0;2,3;2,2
Mato Grosso do Sul;Rural;Municipal;37,4;0,0;40,5;11,0;11,1;54,45;0,8;36,0;2,3;2,2
Mato Grosso do Sul;Total;Privada;24,3;0,2;70,0;1,0;4,5;60,0;0,0;35,9;4,1;0,0
Mato Grosso do Sul;Urbana;Privada;24,3;0,2;70,0;1,0;4,5;60,0;0,0;35,9;4,1;0,0
Mato Grosso do Sul;Rural;Privada;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Mato Grosso do Sul;Total;Pública;54,5;0,2;40,8;1,4;3,1;67,6;2,0;25,0;1,9;3,5
Mato Grosso do Sul;Urbana;Pública;56,5;0,2;41,0;0,7;1,6;71,5;2,4;23,7;1,0;1,4
Mato Grosso do Sul;Rural;Pública;40,2;0,0;39,9;6,0;13,9;47,8;0,0;31,8;6,7;13,7
Mato Grosso;Total;Total;23,4;1,5;62,4;0,9;11,8;38,2;3,5;45,0;1,0;12,3
Mato Grosso;Urbana;Total;26,5;1,7;63,4;0,7;7,7;48,8;4,7;42,6;1,3;2,6
Mato Grosso;Rural;Total;13,5;0,9;59,4;1,6;24,6;17,0;1,2;50,0;0,5;31,3
Mato Grosso;Total;Federal;34,0;0,4;47,9;2,1;7,8;71,4;14,3;7,1;7,2;0,0
Mato Grosso;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;83,3;16,7;0,0;0,0;0,0
Mato Grosso;Rural;Federal;34,0;0,4;47,9;2,1;7,8;62,5;12,5;12,5;12,5;0,0
Mato Grosso;Total;Estadual;32,1;2,4;55,2;1,3;9,0;38,9;3,6;43,1;1,1;13,3
Mato Grosso;Urbana;Estadual;39,8;3,0;52,5;1,1;3,6;52,0;5,1;39,0;1,5;2,4
Mato Grosso;Rural;Estadual;16,2;1,2;60,6;1,9;20,1;16,8;1,1;50,1;0,4;31,6
Mato Grosso;Total;Municipal;6,0;0,3;73,3;1,4;19,0;54,45;0,8;36,0;2,3;2,2
Mato Grosso;Urbana;Municipal;7,3;0,7;90,0;2,0;0,0;54,45;0,8;36,0;2,3;2,2
Mato Grosso;Rural;Municipal;4,7;0,0;55,8;0,7;38,8;54,45;0,8;36,0;2,3;2,2
Mato Grosso;Total;Privada;14,1;0,3;71,5;0,0;14,1;31,0;2,4;62,7;0,5;3,4
Mato Grosso;Urbana;Privada;14,1;0,3;71,5;0,0;14,1;31,0;2,4;62,7;0,5;3,4
Mato Grosso;Rural;Privada;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Mato Grosso;Total;Pública;27,6;2,0;58,3;1,3;10,8;39,0;3,7;43,0;1,1;13,2
Mato Grosso;Urbana;Pública;35,4;2,6;57,6;1,2;3,2;52,1;5,1;38,9;1,5;2,4
Mato Grosso;Rural;Pública;13,5;0,9;59,4;1,6;24,6;17,0;1,2;50,0;0,5;31,3
Goiás;Total;Total;30,5;1,1;64,1;2,3;2,0;41,8;2,1;52,5;3,1;0,5
Goiás;Urbana;Total;30,8;1,1;64,0;2,3;1,8;41,9;2,1;52,4;3,1;0,5
Goiás;Rural;Total;15,6;0,0;70,2;2,8;11,4;37,6;0,8;56,4;5,2;0,0
Goiás;Total;Federal;34,0;0,4;47,9;2,1;7,8;78,4;12,0;4,8;4,0;0,8
Goiás;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;78,0;12,0;5,0;4,1;0,9
Goiás;Rural;Federal;34,0;0,4;47,9;2,1;7,8;88,9;11,1;0,0;0,0;0,0
Goiás;Total;Estadual;30,4;1,1;65,5;2,0;1,0;44,1;1,9;50,6;3,1;0,3
Goiás;Urbana;Estadual;30,3;1,2;65,6;1,9;1,0;44,3;1,9;50,4;3,0;0,4
Goiás;Rural;Estadual;32,3;0,0;61,3;6,4;0,0;33,9;0,0;60,5;5,6;0,0
Goiás;Total;Municipal;36,1;0,9;58,6;2,6;1,8;26,2;0,9;72,4;0,0;0,5
Goiás;Urbana;Municipal;36,6;1,0;58,4;2,6;1,4;26,2;0,9;72,4;0,0;0,5
Goiás;Rural;Municipal;2,5;0,0;77,2;0,0;20,3;54,45;0,8;36,0;2,3;2,2
Goiás;Total;Privada;11,1;1,4;81,6;1,5;4,4;28,1;1,7;65,1;3,9;1,2
Goiás;Urbana;Privada;11,1;1,4;81,6;1,5;4,4;28,1;1,7;65,1;3,9;1,2
Goiás;Rural;Privada;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Goiás;Total;Pública;34,7;1,0;60,3;2,4;1,6;44,5;2,2;50,1;3,0;0,2
Goiás;Urbana;Pública;35,1;1,0;60,2;2,4;1,3;44,6;2,2;50,0;2,9;0,3
Goiás;Rural;Pública;15,6;0,0;70,2;2,8;11,4;37,6;0,8;56,4;5,2;0,0
Distrito Federal;Total;Total;50,3;1,5;44,9;2,3;1,0;77,0;2,4;17,7;1,9;1,0
Distrito Federal;Urbana;Total;50,9;1,5;44,2;2,2;1,2;77,5;2,3;17,3;1,8;1,1
Distrito Federal;Rural;Total;40,5;1,1;54,3;2,6;1,5;65,5;4,6;26,9;3,0;0,0
Distrito Federal;Total;Federal;34,0;0,4;47,9;2,1;7,8;76,3;13,1;7,6;3,0;0,0
Distrito Federal;Urbana;Federal;34,0;0,4;47,9;2,1;7,8;75,7;12,7;8,3;3,3;0,0
Distrito Federal;Rural;Federal;34,0;0,4;47,9;2,1;7,8;82,4;17,6;0,0;0,0;0,0
Distrito Federal;Total;Estadual;50,5;1,5;45,0;2,3;0,7;79,5;1,9;16,2;1,8;0,6
Distrito Federal;Urbana;Estadual;51,2;1,5;44,3;2,3;0,7;80,2;1,9;15,6;1,7;0,6
Distrito Federal;Rural;Estadual;40,5;1,1;54,3;2,6;1,5;63,9;3,3;29,4;3,4;0,0
Distrito Federal;Total;Privada;36,6;1,0;38,6;0,0;23,8;34,2;0,8;53,1;3,3;8,6
Distrito Federal;Urbana;Privada;36,6;1,0;38,6;0,0;23,8;34,2;0,8;53,1;3,3;8,6
Distrito Federal;Rural;Privada;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
Distrito Federal;Total;Pública;50,5;1,5;45,0;2,3;0,7;79,3;2,4;15,8;1,8;0,7
Distrito Federal;Urbana;Pública;51,2;1,5;44,3;2,3;0,7;80,0;2,3;15,3;1,8;0,6
Distrito Federal;Rural;Pública;40,5;1,1;54,3;2,6;1,5;65,5;4,6;26,9;3,0;0,0
;;;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
;;;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
;;;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
;;;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
;;;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
;;;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
;;;34,0;0,4;47,9;2,1;7,8;54,45;0,8;36,0;2,3;2,2
